Unnamed: 2
ABCC11
ABCC2
ABHD6
ABP1
ADAMTS18
ADRB2
AGPAT3
AKAP3
ALB
ALOX15
AMD1
AMIGO2
AP3S2
APOBEC2
ARSD
ASAH2
ASCL4
ASMT
B3GALT1
BAAT
BAHCC1
BARX1
BEND5
BRMS1L
BTN1A1
C10orf27
C14orf19
C14orf28
C15orf26
C15orf56
C17orf96
C19orf33
C1orf173
C1orf227
C20orf108
C20orf152
C21orf62
C21orf88
C2orf65
C3orf57
C6orf123
C7orf64
C9orf170
CACNA1E
CAMK4
CAPN13
CASP12
CBLC
CCDC6
CD302
CDADC1
CDC25B
CDK14
CDKN2C
CEACAM3
CES4
CKMT1A
CLCNKB
CLDN10
CLDN18
CLDN2
CLEC12B
CMTM2
CPLX4
CRHR2
CSTF1
CXorf48
CYP2B7P1
CYP4B1
CYP4Z2P
DAO
DCX
DEFB1
DNAH8
DSG4
EFHB
EIF3IP1
EML5
EPO
EPR1
ERBB4
FABP5L3
FAM117A
FAM157B
FAM189A2
FAM21B
FAM27A
FAM27C
FAM58B
FARS2
FATE1
FBXL7
FGD3
FKBP1AP1
FLJ26850
FUNDC2P2
G6PD
GDF5
GJA3
GPR115
GPR61
GSG1
GSTA4
GSTM1
GTF2A1L
GTF2H2B
GTF2H2C
HCRTR1
HEATR2
HIST1H1T
HIST1H4B
HIST3H3
HNF4G
HOPX
HOXD8
HSF2BP
HTR1B
IGF1R
IGSF5
INSC
IRS1
ISL1
ITSN1
KCNH7
KLF15
KLHL31
KRT32
KRT6B
KSR2
L1TD1
LINGO3
LOC100240734
DRAIC
GNAO1-DT
H3P44
TPTE2P6
PLAC9P1
LRRD1
HNRNPCL2
MIR924HG
BORCS8-MEF2B
AOC4P
LXN
LY6G6C
MADCAM1
MAG
MARCH10
MAS1L
MBIP
MBOAT1
MFSD11
MKRN3
MOGAT2
MRPL45
MSLN
MUC15
MYH4
MYO16
NBPF6
NEURL1B
NFS1
NOL4
NPAS4
NUDT2
OR2A25
OR2A4
OR2L13
OR6F1
P4HB
PARD3
PCDHGB1
PCSK9
PGCP
PHYHD1
PIGZ
PIN1L
PKD2L1
PLA2G10
PPIL2
PPIL5
PPP1R1B
PRDM12
PRDXDD1P
RAPGEFL1
RASSF9
RBM28
RDM1
RFPL1
RHO
RNASE3
RNF133
RSPH10B2
RWDD1
SCARNA6
SEMA4G
SERPINA3
SERPINA5
SFRS13B
SH2D7
SHBG
SIGLEC12
SIK1
SLC12A7
SLC18A2
SLC28A3
SLC37A1
SLC39A2
SLC44A5
SLC5A11
SLC7A4
SNHG3-RCC1
SNX31
SOX12
SPACA5
SPDEF
SPOCK3
SPRED3
STAC2
STH
STXBP5L
SVOPL
TACR1
TCEAL2
TCP1
TEX19
TM4SF20
TM6SF2
TMEM132B
TMEM195
TNNI3
TRA2B
TRAPPC6B
TRDN
TRIM6-TRIM34
UCA1
UPK3A
USP2
USP4
USP50
VLDLR
WIT1
WRNIP1
WSB2
YWHAB
ZFATAS
ZFP91-CNTF
ZNF705A
ZNF878
ZNRF2
