-0.9402,0.2497,1.8009,1.1806,-0.3853,1.2751,1.1435,2.0092,-0.6828,1.0321,1.6944,-1.9605,-0.4791,-1.7905,0.5602,1.9652,0.133,0.3716,1.8084,0.923,-0.8924,-1.0012,-1.354,-1.2531,3.6836,-1.3365,0.9074,0.9115,1.69,-1.0501
-0.1848,2.3126,-0.4557,0.6593,-0.2571,1.1153,0.1191,-0.1362,0.149,-0.2131,0.5395,-0.4006,0.8856,0.4283,0.7028,1.6186,-0.4924,0.4095,0.021,-0.0064,0.7482,0.3676,-1.5096,-0.2692,0.198,-0.9893,0.532,-0.9369,1.2414,-0.7079
-1.302,1.9099,-1.5449,2.2747,-0.1481,1.2664,2.2889,1.1127,0.3647,1.5193,2.231,-1.5709,0.9078,-2.6224,-0.6778,1.2215,-1.5908,-2.9067,-0.6296,-1.7783,-0.4966,-0.7441,-1.5006,1.0602,0.4934,-1.7194,-0.9613,0.6392,1.6413,-0.9285
-0.2372,-0.2868,-0.7758,-0.2747,-0.0447,-0.922,-0.3172,-0.297,-1.1558,0.0497,0.9418,-0.7166,-0.4052,1.5487,2.2118,0.4244,-0.8707,0.9166,1.4944,0.7243,-0.1416,-0.4218,0.4098,-0.8557,-0.2526,-0.2386,0.089,-0.0988,0.7338,0.709
-0.8023,0.0262,-0.3926,1.5157,-0.8047,0.8896,-0.3574,0.3594,-0.6666,0.0668,-0.0474,-0.6148,0.084,-0.2601,-0.1155,0.7413,-0.6164,-0.0021,-0.4101,-0.0894,0.4576,0.4981,0.8223,-0.0944,0.0609,0.78,0.3531,-1.0513,0.5099,-0.4154
-0.9383,0.7439,-0.5677,0.5328,0.1159,0.5192,0.408,-1.3108,-0.1708,-0.6889,0.2436,-0.4244,0.9333,-0.584,0.2132,0.6302,-0.1613,0.5405,-0.4406,-0.3906,0.0599,-0.3692,-0.0426,-0.7852,-0.8402,-0.5572,-0.2674,-0.4822,-0.1852,-0.2089
0.5311,-0.0904,0.2824,-0.8929,1.2877,0.3313,-0.2818,-0.5514,0.1265,-0.2539,0.124,0.8767,0.3003,1.1702,-0.9396,0.2513,-0.7427,-0.4858,0.1742,0.3403,-0.1707,-0.3564,1.463,0.3231,-0.2726,1.2104,0.0739,0.0227,-0.8581,-0.9651
1.1865,-1.6094,0.3236,-0.2981,1.6969,0.4928,0.6019,-0.1901,-1.7919,-0.8928,-0.3367,1.2516,-1.579,0.6851,-0.6353,-0.0396,-0.61,0.174,-1.1704,0.3533,0.017,-0.2026,-0.427,-0.8974,0.3835,0.2786,-0.0714,-0.2175,0.2313,0.1635
-1.1755,0.1604,-0.3554,0.5776,0.3761,0.3282,-1.2268,0.6704,-1.2424,-0.0456,0.249,0.0226,-0.0243,-0.2983,-0.2937,1.3213,-0.8884,-1.0946,0.4138,0.3714,-0.4654,-0.5162,-0.6245,-0.7786,0.5999,-0.2371,-0.0467,-0.2286,0.362,-0.0515
0.2639,1.3777,-0.0205,0.4671,0.1342,-0.5597,-0.0717,-0.0801,0.9274,0.5473,-0.2464,0.0883,0.9023,0.4457,1.3795,1.0302,-0.0359,1.1561,0.4964,-0.1815,-0.5945,-0.8475,0.3013,0.3682,-0.1317,0.3578,-0.7387,0.1245,-0.0894,0.1742
0.1421,-0.9297,0.3665,0.6443,-0.1467,-0.9946,-0.0625,-0.4122,-0.5038,1.0447,-0.0917,-0.3703,-0.9554,-0.3148,1.1261,0.7001,-0.0569,0.8106,0.5559,0.4828,-0.6564,-0.7765,-0.0211,0.367,0.38,-0.5456,-1.2226,0.1205,0.2819,0.0832
-0.8475,-0.4507,-0.921,-0.3588,-0.0595,0.3452,0.7184,1.0408,2.1064,1.2399,1.1353,-0.5839,-0.0255,-0.6336,0.8567,0.1295,0.4191,0.7239,-1.5285,-0.4812,1.0209,1.3805,-0.6689,0.1023,-0.063,-1.4956,0.5807,-0.378,-0.3303,0.565
-0.3138,0.9565,-0.4753,-0.7564,-0.268,0.0535,-0.6837,-1.5939,0.5784,-0.4551,-0.0677,-0.2927,1.5158,-0.0114,0.47,0.5973,1.0308,0.405,0.1546,0.0517,-0.044,-0.2657,-0.8399,-1.342,-1.2278,-0.7332,0.2619,1.1102,0.3436,-3.177
1.1511,-0.4173,1.4758,-1.2905,-1.5193,-0.1623,-0.0618,0.262,-0.8472,-0.6917,-0.8004,0.0502,-0.0356,1.1313,1.5059,1.1969,-1.4394,-2.0362,0.3883,2.0435,-0.8517,-1.1283,0.833,-0.5376,0.6672,-0.682,1.3928,-0.2777,0.4988,0.1513
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2288,-0.6524,0.6466,0.9809,-0.8921,-0.6252,1.1996,0.3748,-0.0703,-0.4105,-1.2157,0.3861,-0.0621,-0.8911,-2.4179,-1.1256,-1.493,-0.1646,-2.2549,-0.6196,-0.7439,0.2746,1.949,1.3203,-0.1113,0.7545,0.0422,0.0595,-0.0909,1.0106
-0.3376,0.8446,-0.8153,-0.0889,1.2986,-0.852,-0.6982,-1.8831,1.0585,0.518,0.0549,0.0762,1.031,-0.2581,0.1307,0.577,-0.5747,0.5144,-0.2249,0.6117,-0.375,-0.266,-0.5104,-1.109,-1.3148,0.3107,-1.3223,1.8675,-0.9072,-0.7514
0.0749,2.3981,1.0838,-0.8293,-0.3709,0.9709,-0.7657,-0.5275,1.9162,2.1957,2.374,-0.9515,2.7677,0.0315,0.4216,0.6455,-1.1374,-0.3448,0.8938,0.8995,-0.3785,0.0471,-1.2267,-1.9546,2.4588,0.2416,-0.1705,1.0085,-0.2452,0.2632
-0.2889,0.1587,-0.6825,-0.4914,0.3969,-0.2615,-0.3424,-0.9019,0.5325,-0.2068,-0.3767,0.2164,-0.0158,0.7568,0.5043,0.5463,0.6067,0.9101,-1.2029,0.7943,-0.2385,-0.1394,-0.4162,-0.2916,-0.3804,-0.1123,-0.8081,0.5918,-0.3052,-0.6591
