0.3022,-0.7238,-1.0379,-0.6164,3.4039,2.1926,0.711,3.0534,2.7178,-1.8841,3.3256,-1.0693,-0.527,2.8945,-2.7806,2.2392,-0.7294,0.4975,0.3763,2.4328,-0.8663,1.0659,-1.4051,-1.9486,-0.1382,-0.5123,1.8235,-1.0658,-1.6522,0.4087,1.2359,-1.3056,-0.0539,-0.8825,0.4287,-0.2211,-0.9656,1.7377,2.2536,-0.9402,-1.0927,0.8472,0.1091,0.108,-1.1263,-1.457,3.9086,-0.3361,-0.182,-2.2963,-0.7172,0.0222,0.4624,-1.4568,0.1362,1.1222,0.8634,0.5457,-2.9319,0.4241,-0.1027,2.0542,-0.2792,1.5517,-0.8939,-0.8625,1.1823,0.0191,-0.3974,-1.1174,1.7213,0.3137,-1.665,2.8045,-0.4697,-1.7074,2.062,-0.8235,0.3421,0.5384,-1.9143,-1.9179,-0.4128,-1.4033,-0.0267,-1.6388,1.3492,-0.6449,0.3786,1.724,0.1363,2.096,-0.4569,-0.8511,0.2778,0.3437,1.6527,0.8343,1.2603,1.2684,-0.7371,-0.4289
-0.5326,-0.0494,-0.8083,-1.6274,-1.1372,0.339,1.0703,-0.247,1.3389,-1.9467,0.2848,0.1289,-0.4752,0.3218,-0.3644,-0.3986,0.6488,-1.5669,-0.7517,1.065,-1.0988,-1.0002,-0.9657,-0.4645,0.3348,-1.2188,-0.3397,0.6385,0.748,1.3028,-1.7289,-0.356,1.8751,-0.8887,-0.5166,-0.101,0.8765,0.8334,1.4456,-0.514,0.6646,-1.2344,1.106,0.3747,0.4473,-1.0115,0.5684,0.9671,0.1674,-0.4081,-0.3349,-0.3113,-1.6948,-1.1851,0.2583,-0.8549,0.621,-0.2881,0.2695,-0.194,-0.4282,0.1655,-0.0489,0.1299,0.0249,0.4542,0.0826,-1.4727,0.5976,-1.6527,0.1037,0.5691,-0.3209,-0.0151,-0.6808,-1.5729,0.0423,-2.053,-0.9328,0.0775,-0.9674,-1.0803,0.151,-0.2321,0.749,-0.6719,-0.9306,-0.5225,-0.2538,0.5325,0.9142,0.1073,-0.2436,0.4007,-1.4758,1.5421,0.6206,-0.7078,-0.2555,1.6346,1.5402,1.2493
-1.4232,-0.0667,-0.6531,-1.426,0.699,-0.034,4.681,-0.1364,2.2227,-2.747,2.4701,-1.9313,0.9891,1.7209,-1.4027,1.1105,0.3772,-0.6588,-0.39,1.5549,-2.2699,0.3591,-1.6649,0.9933,-0.5839,-0.9315,0.3778,0.3893,0.8414,-0.4674,-0.8512,-0.3803,1.996,0.8882,3.6184,-1.0129,-0.736,0.7059,-1.1183,-1.0568,-0.6549,0.5423,0.6335,-0.4927,0.7148,-0.3194,1.2874,1.168,1.0,-2.5123,-1.1094,-0.1207,-1.2489,-0.6076,0.9438,-0.8529,1.1986,0.0396,-0.3763,0.1855,-0.1974,0.8299,-1.22,2.4706,3.7089,-0.9662,1.6256,-1.5236,0.2045,0.0467,-0.3908,0.9259,-0.5972,1.984,-0.5121,2.4941,0.8088,-2.4145,0.1359,0.6694,0.2666,1.6305,-1.0176,-0.755,2.7422,-2.0398,-0.4015,-1.0555,0.685,0.887,0.7722,2.3495,0.4421,-2.2047,-0.8805,-0.0021,-1.9077,-1.6918,1.0728,1.2691,-0.3602,1.5437
-0.108,-0.0126,-0.36,0.0832,-0.1029,0.86,-0.8418,0.657,-0.0643,-0.7178,-0.2133,0.6831,-0.0584,-0.735,0.0576,-0.6598,0.2643,-0.816,-0.4624,1.5944,0.1789,0.1711,-0.9378,-1.0951,-0.5984,0.4313,-0.1874,-0.2999,0.2619,-0.0359,0.3332,-1.0644,0.3604,0.7321,-0.6652,1.6829,-0.3378,-0.2135,0.3493,1.5509,-0.2751,0.6006,-0.5298,0.8248,-1.0418,0.1165,0.2806,0.0086,1.2226,-0.7843,-0.6362,0.1296,-0.0901,-0.4082,-0.5387,0.5788,1.6912,0.3267,1.026,0.0213,1.9881,-0.4495,0.0183,0.6347,0.0233,-0.6923,1.18,-0.6561,-0.4811,-1.3149,0.1241,0.1241,-0.1782,0.6111,-0.2453,-1.1574,1.004,0.5667,-1.1913,0.543,-1.0289,0.1379,0.2703,0.2812,-0.3764,0.043,0.4072,-0.3099,0.6774,0.1753,0.1037,-0.2847,0.9674,0.0491,-0.6702,-1.7764,-0.0568,0.3106,-0.0189,0.997,-1.0011,0.9234
0.4852,-0.9445,-0.1568,-0.2059,0.0786,-0.1548,0.0041,-0.33,-0.9445,-0.6732,-0.2233,-1.0884,-0.4396,-0.4255,0.6465,-0.4075,1.1315,0.1785,-0.379,-0.1922,-1.1486,-0.1292,-0.9929,-0.3024,-0.4064,-0.437,-0.6637,0.3002,2.0916,0.6356,0.4071,-0.0522,-0.739,-0.1586,0.4764,-0.7173,0.1714,0.3623,-0.441,-0.2358,0.6017,-0.3699,0.1596,-0.5012,0.3981,-0.83,-0.3641,1.2659,-0.2813,-1.0525,-0.4103,0.0648,-0.8449,-0.632,-0.7407,-0.3285,0.0848,-0.0975,-0.4067,-0.0707,-0.1628,0.3263,-0.3451,0.4039,-0.1323,0.9393,0.0666,-1.0945,-4.2963,0.9098,0.8452,1.1581,-0.9447,-0.9927,-0.9062,-0.2981,-0.1975,0.3839,-0.3523,-0.8529,0.0265,-1.2781,-0.8595,0.8168,0.4204,0.4715,-1.1901,0.1603,0.7362,-0.6924,0.1126,0.0139,0.5375,0.3509,-1.1395,0.394,0.0491,0.3059,-0.4573,0.415,0.0342,0.798
-0.1571,0.0726,0.2906,0.0719,-0.461,-1.0395,-0.6051,-0.5937,0.3314,0.0025,-0.4801,0.1598,-0.436,0.2924,-0.2756,-0.7909,0.1212,-0.9221,-1.0264,0.2606,-0.1556,-0.7149,0.4315,-1.143,0.8125,-1.1569,-1.0918,-0.7946,0.1922,0.355,-0.0012,-0.5068,-0.0292,-0.4315,-0.8112,-0.1009,-1.0334,-0.6123,0.0095,-0.717,0.3011,0.0438,0.7749,0.7709,-0.7755,-0.7485,0.8521,0.8696,-0.7949,-0.3732,-0.4633,-0.2499,-0.9953,-0.0618,0.0392,-0.4144,-0.1454,-1.4316,0.099,0.124,-0.5052,-0.2775,-0.0297,0.0044,0.1533,-0.0629,0.1488,0.5601,0.2018,-0.157,1.5514,1.1448,-1.3457,-0.3425,-0.2523,-0.3588,-0.6966,-0.8645,-0.1794,0.6988,-0.2904,-0.9599,0.5717,0.4848,-1.0538,1.6731,0.0433,0.1325,-0.5284,-0.5778,0.5625,-1.0197,-0.0901,0.7594,-0.6321,-0.506,-1.2259,-0.6936,0.1785,-0.2835,-0.5587,0.6887
0.2911,-0.7363,1.1425,-0.2132,-0.5872,-0.0748,0.3032,-0.1367,0.2989,0.6366,-0.3475,-0.1641,-0.4142,0.1806,0.7097,-0.9596,0.8418,-0.674,-0.6617,-1.0072,-0.26,0.6203,0.1274,-0.2179,0.0394,0.5547,-0.8983,-0.3232,-0.1841,0.4416,0.7252,0.4451,-0.5119,0.429,0.4197,-0.2145,-0.6587,-1.0027,-0.6102,0.0191,-0.3211,-0.2001,-0.1043,0.1582,-0.2984,-0.8479,-0.0853,-0.9034,0.5391,0.2469,0.2728,0.7106,0.6085,0.1856,-0.6066,-0.2327,-0.7273,-0.1672,0.546,-0.0752,0.8114,-0.6041,0.4965,-0.4972,0.5546,-0.5608,-0.3208,-0.1939,-0.2254,0.5008,-0.315,0.8736,0.0647,-0.5892,-0.4716,-0.7511,-0.2381,1.4671,0.6569,-0.7027,1.2298,-0.2071,-0.2199,1.3689,-0.3541,-0.4396,-0.3413,0.527,0.1253,-0.0617,-0.5173,-0.3563,0.9886,0.7412,-0.7705,-0.2376,-0.2457,0.2138,-0.1212,-1.4648,-0.368,0.0401
0.2003,-0.054,-0.9578,-0.4357,-0.7155,-0.0042,-1.9793,-0.2875,0.0724,-0.107,-1.4289,1.4802,-0.9939,-2.2523,-1.0343,-0.6537,-0.1545,-0.8595,-0.3172,-0.5622,0.8123,-0.3591,-0.6081,-1.1168,0.2899,-0.3381,-0.3555,1.3434,0.923,-1.3587,-0.5509,-0.4486,-0.8325,-1.0515,-0.7679,0.8553,-0.4531,0.5142,1.1733,0.2336,-0.4442,0.6717,-2.5131,1.4414,-1.5697,-0.6931,-1.2549,0.1219,-0.7108,0.7558,2.1719,-1.1127,-1.016,-0.5766,-1.3623,0.1115,1.1639,-0.0444,-0.0321,0.9936,-0.8143,0.0444,0.2057,-1.1535,-0.9713,0.4533,-0.5292,0.0585,-0.4954,-1.2432,1.1834,0.5174,-0.7988,0.5628,2.0521,1.2655,0.3492,1.0128,0.3378,-0.968,0.4641,-0.5348,0.2056,-1.2299,-0.6159,0.5295,-1.4825,0.0589,-1.437,-0.1386,-2.0337,-0.0513,0.7348,1.7814,-0.672,-0.2567,-0.9581,0.3316,-0.8469,0.2291,0.3488,-0.2626
-0.2288,-0.7267,-0.6262,0.2185,0.1876,-0.2274,-0.4168,-0.7586,-0.2485,0.7458,-0.3638,-0.4878,-0.6165,0.1712,0.0941,0.7619,0.823,-1.0531,0.2882,0.6223,-0.0474,-0.079,0.2803,-1.5775,0.5578,-0.8174,0.1804,0.3922,0.3535,-0.0189,-0.3215,-0.4424,-0.004,0.0371,-0.4112,-0.2182,-0.2094,0.5512,0.022,-0.1543,0.1009,-0.4601,-0.3386,-0.2967,0.0074,-1.1186,0.3533,-0.1523,0.3004,-0.0845,-0.546,-0.2722,-0.9151,-0.3105,-0.52,-1.0597,0.5484,0.744,0.3024,-0.2342,-0.8168,-0.0585,0.0349,-0.4011,-0.137,0.4312,0.2952,-0.3835,0.3888,-0.1165,0.3943,0.8367,-1.3774,-0.9433,-0.6378,-1.2873,0.4167,-0.4968,-1.3164,-0.3156,-0.575,-0.8634,-0.5875,0.2304,-0.0066,1.2324,0.2628,0.5103,-0.46,0.6283,0.0618,-0.0149,-0.1392,-0.1206,0.2479,-0.6131,-0.5293,-0.4465,-0.9991,0.6108,-0.3108,0.2301
0.0088,-0.8169,0.9812,-0.4119,0.2155,0.5133,0.7423,0.9215,0.4887,0.1052,0.2052,-0.8282,0.004,0.8397,-0.3894,-0.7519,0.6084,-0.8263,-0.1218,-0.1292,-0.399,-0.7491,0.9736,0.0694,0.3458,0.2494,-0.8533,-0.8242,-0.7765,1.3756,-0.3054,-0.1578,0.0355,-0.4082,-0.2814,-0.3108,-0.2868,-0.1783,-0.0072,0.375,-0.9615,0.3253,1.6346,-0.2101,0.7561,-0.9663,0.4165,-0.9449,-1.7793,-0.9793,-0.4178,0.5302,0.3549,0.299,-0.1003,0.0275,-1.6132,-1.4295,0.3063,0.279,-0.2036,-0.5286,-1.0493,0.7113,1.5469,-0.2844,-0.2649,-0.363,0.3515,0.1266,0.0582,-0.3932,-0.4582,-0.4435,-0.4322,-0.5529,-0.4518,0.3716,1.1828,1.252,-0.0657,0.0374,-1.6252,0.7095,-0.5546,0.346,-0.9252,-0.9247,-0.0018,-0.3935,0.1795,-0.4824,0.0438,0.1709,-0.4808,-0.382,0.1794,-0.1519,0.2842,-0.6142,-0.5728,0.3754
