PMEPA1
CNIH3
NCRNA00173
CRB1
PYY;NAGS
Unnamed: 534
FAM89A
FLJ45983
CYFIP2
ZNF710
MAGED1
C19orf59
ADHFE1
NTSR2
VNN1.1
SEMG2
C12orf34;MGC14436.1
RGL3
PKMYT1.1
CCDC65
TFF1
TEX264
S100A9
MSX1.1
NKX2-5.1
GJB6
TSPAN2
GRB7
TCERG1L
LDHD
STAP1
LYL1
DST
GGT6
C14orf49
PRKCG
SYDE1.1
SKAP1
FOXH1.1
TAGAP.1
ADARB2
ZDHHC15
SMIM43;LOC100192379
SLC7A9
BCL10
HIPK3
ZNF667.1
INGX;BCYRN1.1
PCSK2
SOSTDC1
HOXA13
LRRC37B2
KRT72
DLK1
IGF2BP1
MOSC1.1
EFS
Unnamed: 5913
GLT8D2
NDUFS5
C13orf30
LOC400931.1
TDRD9
ZSCAN12.1
DKK1
TIGD2
RASSF1.4
HADHB;HADHA.1
MEST.1
HOXB4.2
ADHFE1.1
NTNG2
NAT8;ALMS1P
G0S2
NAT8L
DGKI.1
C1orf94
EPO
ZNF57
ZNF154
CLEC2B
TMEM100
CCHCR1;TCF19
GTF3C5
C19orf70;HSD11B1L
PI15.1
TRIM36
HHEX
A4GALT.1
PLXNB1
Unnamed: 8193
TCERG1L.1
C4orf26
GPR77
CNTN4
SLC15A2
WISP3
LRRC7
COL23A1
PRAP1.1
CRYBA2
PHACTR2
SEMA5A.1
GLB1L2
VGLL2.1
CACNA1G.2
PDILT
CNTN4.1
SLC13A2
ADAM12
C20orf166;C20orf200
MYOM2
Unnamed: 9544
THPO.1
FCN2
KCNN3.1
PLXNB1.1
LHCGR
PRAC;C17orf93.1
CHGA
PAK7.1
FAM65B
CDKN2A
SLITRK4.1
ZNF107
COL11A1
PTGS1.1
PPP1CA
MYOZ3
EGF
MGC29506
ABP1.1
Unnamed: 11098
COX6A2
NFYC;NFYC-AS1.1
CHST8
AFG3L1;CENPBD1P.1
KRBA2
PM20D1
MSX1.8
MYO16
TOB1.1
LBR.1
TMEM215.1
LAMA3
DTNBP1
BHLHB9.1
CLDN14.1
PTCH2
DUSP22.1
TFAP2D
TFAP2C
AMPD1
WT1.9
S100A9.1
FAM46B
MRGPRX4.1
SCGB3A1
TP73.3
ZNF264.2
ZNF135
COL14A1
GRIA1.1
GPR64
HOXB1.1
CYP7B1.1
SSTR4
CD200R1.1
MGMT.12
KLK3
CFB
LCLAT1.1
C8orf4
HACL1;BTD
IL32
FBN1
CA3
SCNN1A
SNX32
FOXS1
CTHRC1
ACCN4.1
GRK4;NOP14.2
SCUBE2.1
SOX10
UMODL1;C21orf128
CYBA
FLJ34503
KRT72.1
S1PR1.1
CYFIP2.1
KCNA5
DKK4.1
GNL1;PRR3.2
ALDH1A3.3
CHN2.1
ADRA2B.1
RASSF1.7
NPBWR2.1
NETO1
GFAP.1
SLC13A1
CACNA1A.1
MS4A2.1
DMP1.1
GHSR.1
SYT2
EDC3.1
PRSS21
PCYT1B.1
CCDC3.1
SLC12A5.1
IL1RL2.1
MAPK15.1
FBLIM1
SPERT.1
HOXD12.1
CEACAM19
MKRN3.2
D4S234E.1
NEFM.1
STMN2
COL6A2
KRT79
PLLP
APOB.1
KLK10.8
KCNG1.1
TP73.6
MIA
COL1A2.1
LSAMP.1
AMBP.1
ELAVL3.1
TFAP2B
ASB4.2
TLX3
COL5A1.1
PCDHGB3;PCDHGB2;PCDHGB1;PCDHGB4;PCDHGA2;PCDHGA3;PCDHGA1;PCDHGA6;PCDHGA7;PCDHGA4;PCDHGA5.1
MYO1H.1
TEPP
RANBP3L.1
SYNE1
SHD.1
SIPA1.1
CNTN1.1
TDRD1
KLK5.1
SOCS3.1
DAB2IP.6
