0.0502,-0.1453,-0.6621,-1.4233,-1.296,-0.88,-0.6072,-0.947,-1.5095,-0.5943,-0.9938,-0.3645,3.1778,-0.4847,-1.3373,0.5224,-1.0651,-0.7775,-1.7975,0.1226,0.4097,-0.857,0.2826,-0.6227,0.0032,-1.839,-0.0641,-0.2136,0.1095,-0.0454,0.5048,-1.525,1.1955,-0.0986,-1.4541,-1.0997,-0.4228,-0.5863,0.7792,-0.8463,-0.5741,-1.1785,-0.7694,-0.6816,-1.1862,-1.8501,0.2082,-0.2909,-1.5498,-2.2036,-1.3816,-0.9998,-0.1329,-1.1534,-0.1278,-0.555,-1.3704,-0.3927,0.5876,0.2584,0.0527,-0.5621,-1.1351,-0.0482,-0.5246,0.8014,0.0775,0.285,-0.3681,-1.1979,-0.1169,-0.2104,-0.0885,0.2323,0.3239,-0.4798,-2.1041,-0.6709,-1.123
0.276,0.9359,0.2808,0.8643,-0.5258,0.4554,-0.2851,0.3712,0.49,-0.4306,-0.9139,-0.4162,1.4722,1.4563,0.085,0.987,1.1969,0.4187,0.5285,1.3758,0.2381,-0.918,-0.873,-0.2004,0.5183,-0.1263,-0.9498,-0.1181,-0.8293,-0.036,0.4509,-0.7511,-0.3666,0.2775,0.1474,0.2702,0.2829,-0.3321,1.3609,1.2434,0.8669,-0.1427,1.3248,0.573,-0.0489,-0.1944,0.4794,0.0456,0.6756,-0.7633,1.1847,0.0324,-0.2334,-0.2569,-0.983,-0.0924,-0.3853,-0.7089,-1.0509,-0.7647,-0.7838,-0.3947,-0.7186,-1.6229,0.3201,0.434,-0.2682,-1.5332,-0.5886,-0.3202,-1.4892,0.8676,-0.5308,0.2231,-0.5116,-0.9634,-0.3974,0.65,0.2689
0.3944,-0.8267,0.616,-0.0551,0.5304,0.5402,1.2829,-0.8397,-0.4128,0.3312,0.5152,0.4444,-1.6587,-0.2149,0.847,1.3595,1.037,0.9076,0.5877,-0.5839,1.2299,-0.6939,0.7986,0.0292,0.4441,0.8738,0.7418,0.5496,-0.7218,4.6497,-0.1341,0.1349,-1.5033,0.0958,-0.1263,0.1252,-1.2326,0.5667,-1.2255,0.7918,0.5323,0.5093,0.45,0.0115,0.693,0.1495,0.8655,0.783,0.213,0.0116,-0.1511,1.6945,0.8647,0.4088,0.8401,1.079,0.9288,-0.0018,-0.3958,0.5229,1.1837,-0.4835,0.0029,0.607,0.4574,0.1765,-1.2433,2.6137,0.1594,0.6206,0.9182,0.4756,0.8097,0.5787,-0.2424,-0.3257,1.0141,-0.2551,-0.3025
0.4235,-1.8716,0.4857,-0.5422,0.1212,-0.5192,1.3794,-0.8834,-0.8849,0.6143,1.1568,2.3861,1.1158,0.0878,0.1243,1.421,1.4703,1.0678,1.8273,0.9155,-0.3417,-0.3,1.004,0.0616,0.674,0.1061,2.0914,-0.1408,0.2917,0.3927,-2.2528,2.0018,-0.3643,-2.1171,-0.7852,0.1098,-0.5384,0.2725,-1.7776,2.1648,2.4695,0.8278,2.117,-0.2332,-0.0268,0.793,-1.187,0.5539,0.5161,0.4689,0.8034,2.9293,1.169,0.3668,1.0701,1.2084,0.7284,-0.1444,-0.2779,0.7475,1.0795,-0.1145,-0.2201,0.5497,0.9684,0.5447,-1.0116,1.7969,0.2107,0.7815,0.406,0.456,0.7696,0.5134,1.3991,-0.4783,0.1726,0.2928,-0.6848
-1.2111,1.1743,-0.1106,1.112,0.051,0.3459,-0.6767,1.3102,0.26,0.1385,-0.2878,0.6118,-0.055,1.1547,0.4177,2.1188,0.0024,0.1801,-0.209,0.0271,-0.5234,1.2787,-0.1593,-0.7078,-0.2006,1.1,-1.1986,-0.486,0.5018,-0.2905,1.1394,0.0496,0.5334,0.785,1.6899,1.0315,1.3821,-1.8395,1.2035,-0.4585,1.6074,0.8549,-0.6352,0.7367,0.45,-0.2296,-0.109,-0.2715,0.7371,1.5661,1.2233,0.393,0.1181,0.4951,-0.694,-0.7192,-1.3098,1.619,-0.1702,-2.1807,0.1262,-0.9321,-0.1792,-0.6602,0.8087,-0.2534,1.63,1.2966,-0.1975,-0.0284,-0.8908,-1.7779,-0.8487,1.1813,-0.5665,0.9062,0.9629,1.1106,1.9011
0.9908,-0.7356,0.852,0.6856,0.9162,0.4735,1.2225,-0.1417,-0.1684,0.4375,0.6753,0.3852,0.5872,1.0014,0.8163,-1.0106,1.0332,0.5665,0.951,0.2512,0.6729,1.0622,-0.0791,-0.0945,0.1608,0.6173,1.1405,-0.0395,0.8749,-1.2185,0.4866,1.0353,-0.941,-0.3756,0.4106,0.5867,-0.6624,0.2728,-0.2102,1.0011,1.0883,0.7864,0.2386,0.6711,0.7438,0.5624,0.6185,0.4009,0.4611,0.3941,1.1026,0.5505,0.7203,1.1672,0.4847,-0.1567,0.6982,1.101,0.5615,0.5739,1.2551,-0.9174,0.9892,0.5526,1.2635,1.2937,-0.0632,0.5229,0.4018,0.9449,0.8795,-0.0843,-0.4501,1.0344,0.5772,0.3483,0.9659,1.173,-0.1849
-0.1505,-1.6874,1.3509,2.1671,1.3864,1.8532,2.3426,-0.3086,0.6896,1.6496,1.8004,0.5543,-1.4095,-0.2828,1.8503,-0.0946,0.6485,0.8826,-0.7214,-5.5443,-3.8425,1.272,-0.4021,-0.8626,-1.4314,1.8326,0.5709,0.3496,-0.62,0.2196,1.3523,-0.0404,-0.8969,0.9006,1.6508,1.7029,0.2424,1.0134,-0.3391,0.3868,1.8914,0.5813,-0.867,0.5573,1.3172,1.5987,2.4376,1.6955,2.0047,0.0096,0.9672,-0.9371,1.9576,2.5247,-0.8391,0.7293,-0.4865,2.0602,-0.7594,0.6492,0.3264,-1.4992,1.4432,0.821,2.6837,-0.015,-0.206,0.1028,0.3254,1.6277,-1.3656,-0.0136,-0.3471,1.3467,-0.0996,0.6935,1.8259,1.2436,0.1239
1.8914,0.0967,1.9103,1.7233,3.2553,1.5593,-0.8483,-4.6689,1.7695,0.9575,1.1668,1.3335,0.699,0.9131,2.2674,1.0711,-1.6874,2.7575,1.3223,0.2331,1.3957,-1.1703,-0.9421,3.4543,-0.7533,1.0538,1.6612,-1.4691,-0.8617,-0.8821,0.6395,-0.7343,-1.6477,-0.8404,1.4023,1.6415,-0.6542,1.2669,-0.6267,0.9319,0.736,0.2249,0.0375,-3.1459,1.3066,1.5928,-0.0365,-0.5281,2.3133,0.5243,-1.4974,1.9249,-0.106,-0.1041,-0.9028,2.2584,-1.2304,-0.9433,0.7833,0.3086,1.9646,-0.3696,-0.6799,2.4018,1.3414,2.0828,-3.5674,0.4142,-0.5505,2.7849,1.0426,1.7248,-1.2218,0.6988,2.9616,-0.1884,-0.8363,0.3922,1.6942
-0.0493,-0.6868,-0.0567,2.642,0.9781,2.1204,-0.3657,2.0652,0.4844,2.9084,3.7051,3.0931,-0.4376,1.888,2.5069,-1.5836,3.4707,0.4887,-1.2879,-1.6287,0.2058,-0.6702,-1.2335,-0.6296,-1.3035,-0.2239,0.3412,-1.643,0.844,0.4567,0.7597,-0.7511,-1.1284,1.2118,3.4351,0.7653,0.8437,2.5007,2.661,-0.5154,0.0336,0.5413,-1.1675,2.4902,1.7214,1.8436,0.0759,1.0036,1.9324,-0.2541,0.266,-1.4994,2.1698,2.1254,-0.2664,0.5066,-0.5967,-3.1006,2.1179,1.7364,1.3552,-1.6709,3.0273,0.8917,-1.3448,-1.4003,0.2025,-1.8491,-1.65,1.8308,-1.9087,1.0016,-0.3933,0.604,-0.038,-2.336,3.3785,2.1598,-1.7079
0.8951,-1.3238,0.7246,-0.5416,1.1023,0.3158,1.0948,-1.5419,0.6703,-0.1855,0.6726,0.4143,0.6863,0.3901,0.5544,2.0143,1.9921,0.6636,1.2287,0.0249,0.0244,-0.7535,1.0678,0.4914,3.8283,0.5097,0.9056,1.262,-1.0634,0.1328,-1.2465,0.3414,-1.3359,0.4716,-0.7359,-0.0178,-2.2475,2.0039,-1.087,0.5404,1.3624,0.8542,1.2887,0.2755,-0.3279,0.5838,-0.2684,0.5433,1.2674,-1.1031,-0.1476,3.0149,0.4738,1.067,1.7863,1.3671,0.9121,-1.4013,-0.5599,0.5943,1.4576,0.111,0.2203,0.6164,0.3284,0.5985,-1.3342,2.1526,1.023,0.8618,-0.2165,2.2738,0.7279,-0.1871,0.2722,-0.6364,-0.0926,0.1296,-0.5769
