0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0541,-0.3569,-0.4975,1.2168,-0.2539,1.585,-0.6565,0.9353,0.5991,0.2122,0.6337,-0.7869,-1.1484,-0.1377,0.7526,0.814,-0.4533,0.2264,-0.5762,-0.3969,1.635,1.548,-1.2418,-0.0081,-0.4919,-1.0084,-0.2085,-1.3802,-0.1291,-0.4492
-1.2538,-0.5038,-1.0524,0.8617,0.4935,2.2503,-0.1778,-0.4971,0.1129,0.4636,1.1187,-0.857,0.1493,-0.168,-0.4706,1.3862,0.7115,-0.1296,-0.8151,0.3027,1.3511,1.376,-1.5652,-0.2629,-0.2103,-0.9877,1.8136,-1.3547,0.8389,-0.3403
-1.1097,0.5616,-1.542,0.3486,-0.1043,0.7891,0.106,-0.0957,-0.2649,-0.1157,0.5458,-0.4115,0.0971,-0.5575,0.3144,0.4708,-0.3824,0.888,-0.4056,-0.6237,0.8293,0.6214,-0.7305,0.3856,-0.2266,-1.1553,0.9325,0.0538,0.4665,-0.0857
-0.7794,-0.218,-0.8584,-1.1666,-0.5696,0.6499,-1.2283,0.334,-0.53,-1.9816,-0.8844,0.0946,-0.1804,-0.7877,-1.1534,-1.1511,-1.0545,-0.3409,-1.3237,-1.6734,0.1817,-0.124,0.1271,-0.1587,-1.5115,-0.513,0.099,-0.5061,-0.1616,-1.4319
-1.378,-0.8094,-1.0593,-0.5739,1.0718,1.8274,0.2014,0.1202,-1.3106,1.2409,2.1484,-0.6575,-1.1044,0.0488,0.7811,1.0858,2.3108,-0.6011,-0.3269,0.9355,2.5066,2.7337,-0.4602,-0.0875,-0.0535,-1.1157,0.3621,-0.8635,1.672,0.3145
0.1507,-1.0132,-0.1654,-1.7212,2.7929,0.2243,-0.417,-0.3598,-1.0356,-1.1462,-0.5304,1.1561,-0.7144,0.6568,-1.5546,-0.6504,-0.8761,-1.3306,-0.3853,-0.7174,0.1975,0.1432,0.1169,0.4921,-0.5882,0.7975,-0.0427,-0.2608,-0.4394,-1.5114
-0.4896,-0.8045,-1.0211,-1.0075,0.2742,0.2267,-0.877,0.6669,-0.5771,-1.2971,-0.8698,0.2096,-0.796,-0.8069,-0.2134,-0.976,-1.204,0.2639,0.3459,-0.7161,1.8806,1.6731,0.0754,0.1242,-0.7865,0.414,0.3582,-0.5755,-0.3525,-1.6397
-0.9981,2.3107,-1.2692,0.558,0.0816,1.6399,0.0299,-0.3547,1.5019,0.9362,0.9699,-0.472,2.1266,-0.6325,-0.3195,1.0034,-0.0432,0.2598,0.7676,-0.1899,0.0203,0.102,-0.6993,-0.3825,-0.0928,-0.2553,0.7794,0.1452,0.1199,-0.4789
-1.1,0.7219,-0.3074,-0.9953,-1.52,-0.1582,-0.5994,0.7281,0.3703,-0.6136,-0.3014,-0.6172,1.2291,-0.4096,-0.1747,0.1173,-0.3906,1.013,0.4055,-0.2054,-0.133,-0.204,-0.4362,0.2924,1.034,-0.0123,0.6643,-0.2722,0.7291,-0.2885
-0.2966,-0.1968,-0.6051,-0.5803,-0.1876,0.2967,0.0038,-0.6805,-0.4257,-0.5778,-0.2438,0.1129,0.0312,-0.7244,-1.8338,0.2446,-0.1284,-1.1086,-0.0392,0.5112,0.4976,0.3387,2.4769,-0.9288,-0.5675,0.6539,0.2786,1.0593,-0.4273,-0.649
-0.8307,0.3785,-0.6825,-0.8337,-0.5179,0.2239,-0.6951,-1.6322,-0.0679,-0.2649,0.2929,0.3609,-0.1413,0.7336,-1.9732,0.4888,-0.1547,-0.4073,0.3611,0.0313,-0.0403,-0.2699,1.5258,-0.1682,-0.1156,0.6253,-0.3855,0.0659,-0.5818,-1.2706
-0.6742,0.5126,0.3238,-0.694,0.0206,0.1662,-0.8383,-1.0989,0.1117,0.4417,0.5285,0.2681,0.5545,1.4729,0.2963,0.4875,0.5085,1.0127,-0.5748,1.516,-0.2484,0.1824,-0.9464,-1.0096,-0.1713,-0.6549,-0.662,-1.0983,0.1095,-0.5893
-0.2885,-0.4377,0.2312,-0.1728,0.7372,0.5651,0.0226,0.492,-0.6741,-0.5214,-0.2858,-0.3059,-0.6524,-0.0244,0.3709,0.2521,-0.2427,0.4732,-0.8406,0.1833,1.6519,1.6911,0.6498,1.3348,0.3434,-1.1666,1.0887,-0.4054,0.1313,-0.06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3241,1.1879,-1.1329,0.4731,1.3033,0.0649,1.035,0.2116,0.7061,0.3416,-0.0211,-0.0502,1.126,-0.2075,0.0802,-0.5507,0.6784,0.5939,0.3009,-0.1672,-0.8304,-0.7073,-0.8073,-0.291,0.0014,1.0703,-0.1642,-0.1771,0.1161,-0.3414
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7454,-1.4407,1.1672,-1.0977,1.8382,-0.5936,-1.3116,-0.211,-1.6502,-2.1602,-1.4697,3.3298,-1.8313,2.0761,-0.3783,-2.4622,-0.7456,-2.0596,-1.9313,0.41,0.101,0.6608,0.6826,2.0057,-0.9041,1.0994,0.1505,0.4582,-1.9049,0.7518
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4725,-0.8024,-0.5936,1.3694,-1.0469,-0.1851,0.4057,1.0244,1.6347,0.0699,-0.0663,-0.5097,-0.2716,0.3933,0.6256,0.3664,0.4771,1.4674,0.6217,0.1764,-0.9333,-0.5547,0.1761,0.1606,0.9725,0.1491,0.011,0.4326,1.4721,0.0337
-0.5498,0.5002,0.5453,-0.1497,-1.4482,-0.4177,-1.4332,-1.0369,-0.4264,-0.8677,-1.3737,0.6301,0.4433,0.6703,-0.9676,-0.6001,-0.1192,-1.6837,-0.4379,-0.1962,0.2361,1.2437,1.6385,-0.1148,0.6598,2.3878,-0.2653,0.1792,-0.7836,1.0404
-0.2251,0.0517,2.687,-1.2568,-1.8111,-1.5048,0.7215,-0.0945,0.1547,0.8082,-0.6564,-0.7004,-0.2451,-0.6857,0.3082,-0.1116,0.7634,-0.5946,1.3564,0.6873,-1.3324,-1.5259,0.388,-0.7792,1.2618,0.0881,-0.0135,-0.004,-0.0647,1.0905
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1357,0.9901,-0.2454,-0.7343,0.2349,-0.5663,-0.0765,0.7895,0.4979,-0.7048,-0.4565,-0.0021,0.2453,-0.5227,-0.5372,-0.5783,-0.92,-0.4601,0.0699,-1.4938,-0.0331,0.0755,1.1618,-0.4788,0.4401,-0.3218,0.5123,-0.2614,0.0507,-0.4622
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
