CHD1
GALNT2
MIR4671
EDARADD
LGALS8-AS1
HEATR1
MTR
TTL
NCKAP5
LOC100507600
CXCR4
YY1P2
LRP1B
CCDC148-AS1
CCDC148
CSRNP3
SRGAP3
THUMPD3
THUMPD3-AS1
GPR27
PIK3R4
NPHP3-AS1
PLCH1
WDR49
TBL1XR1
HRG
KNG1
EIF4A2
MIR1248
RFC4
SNORA4
SNORA81
APOD
MIR570
MUC4
SDHAP1
SDHAP2
TNK2
LINC00885
UBXN7
ITGA2
MOCS2-DT
FST
GPBP1
PLK2
GAPT
CDK7
CCDC125
TAF9
RAD17
MARVELD2
GTF2H2
GTF2H2B
GTF2H2C
GTF2H2D
GUSBP3
GUSBP9
LOC100170939
LOC100272216
OCLNP1
NAIP
OCLN
SERF1A
SERF1B
SMA4
SMA5
SMN1
SMN2
BTF3
ANKRA2
UTP15
RGNEF
RASA1
CCNH
MCTP1
LOC100289230
FBXL17
LINC01848
TTK
BCKDHB
IBTK
SYNCRIP
EPHA7
KLHL32
QRSL1
AKD1
ROS1
HSF2
SERINC1
PKIB
NDUFA4
PHF14
AGMO
HECW1
KPNA7
MYH16
ARPC1A
PDAP1
BUD31
ATP5J2-PTCD1
PTCD1
CPSF4
PNPLA8
PTPRZ1
CSMD1
FGF20
FGL1
CHRNA2
EPHX2
NRG1
UNC5D
HOOK3
FNTA
SNTG1
HNF4G
FAM82B
CPNE3
STK3
VPS13B
COX6C
RGS22
FBXO43
POLR2K
SPAG1
RNF19A
MIR4471
ANKRD46
PABPC1
YWHAZ
FLJ42969
ZNF706
GRHL2
DERL1
C10orf58
TSPAN14
ATAD1
CFL1P1
RNLS
FRAT1
DDX10
DDX47
RPL13AP20
GUCY2C
H2AFJ
HIST4H4
SKP1P2
BRI3BP
LINC00327
FLT1
FREM2
TDRD3
MIR3169
GPC5
ABCC4
MYO16
MIPOL1
C16orf78
IRX5
SLC12A3
HERPUD1
CETP
NLRC5
CPNE2
FAM192A
RSPRY1
RANBP10
TSNAXIP1
CENPT
NUTF2
EDC4
NRN1L
PSKH1
CTRL
PSMB10
LCAT
SLC12A4
DPEP3
DPEP2
DDX28
DUS2L
NFATC3
ESRP2
PLA2G15
SLC7A6
PRMT7
DDX19B
DDX19A-DT
CLEC18B
PDPR2P
PSMD7
WWOX
KIAA1609
KIAA0513
LINC02139
KIAA0182
GINS2
C16orf74
MIR1910
COX4NB
COX4I1
IRF8
LINC02135
FENDRR
FOXF1
FLJ30679
FOXC2
KIAA0753
MED31
TXNDC17
C17orf100
MIR4520A
MIR4520B
ALOX15P1
SLC16A11
SLC16A13
YBX2
EIF5A
SHBG
SAT2
CNTROB
TRAPPC1
MYOCD
SPECC1
SLC25A39
GRN
FAM171A2
ITGA2B
FMNL1
ARL17B
PLEKHM1
EMILIN2
DCC
TMX3
CCDC102B
DOK6
ZNF236-DT
MACROD2
LINC00114
FAM3B
MX1
TMPRSS2
hsa-mir-1248
hsa-mir-570
hsa-mir-4280
hsa-mir-548f-3
hsa-mir-1273
hsa-mir-3169
hsa-mir-138-2
hsa-mir-1910
hsa-mir-4315-1
