ABCC8
ACER3
ACY3
ADAM21
ADCY10
AHRR
ALG9
ALOX15
ALPK2
ALX1
AMELY
ANGPT4
ANKRD34A
ANXA7
AQP11
ARHGAP36
ARL9
ASAH1
ASAP3
ATOH1
ATP6V1B2
B3GNT6
BARX1
BRD2
C10orf131
C17orf50
C17orf66
C17orf93
C1QL2
C1orf94
C20orf191
C21orf121
C21orf122
C21orf15
C22orf41
C3orf49
C6orf114
C6orf94
C7orf63
C9orf64
CA7
CACNA1D
CADM2
CALM2
CATSPER1
CAT
CCBP2
CCDC141
CCL25
CDC23
CDK5R1
CENPN
CHD1
CHRNE
CHST8
CLCA3P
CLNK
CNKSR2
COL6A6
CPNE9
CSPG4P2Y
CTSL3
CWH43
CYP8B1
DACT2
DHRS9
DMRTC1
DNAJB8
DUSP5P
EIF2B2
EN2
EPHX1
EPN3
ESYT3
FABP5
FAH
FAM162B
FAM55A
FAM55B
FAM65B
FAM96A
FBLN7
G6PC2
GATA4
GBA2
GDA
GJB6
GPC5
GPLD1
GPR98
GPRC5D
GRP
GSDMA
GSTT2
HAO2
HAS1
HDAC1
HIST1H2AA
HIST1H2BG
HMHB1
HOXB9
HRSP12
HSF2BP
IL1R1
IL1RAPL2
IL5RA
INPP5J
INSRR
INTS12
ITGB3BP
KAZALD1
KCNJ11
KCNQ2
KCNS3
KCTD8
KIAA0087
KIAA0406
KIAA1024
KIR3DL1
KLB
KRTAP9-2
LAIR2
LAP3
LAT2
LECT1
LINGO2
LOC100134868
LINC02418
MANCR
NFE2L3P2
LOC100272216
LOC154449
LINC00928
FIRRE
TPTE2P6
GOLGA2P7
SMIM32
TPTEP2
LOC441666
LYPD8
FAM86HP
LINC01300
LRRC37A3
LRRC49
LRRC66
LYG2
MAGEB1
MAN2B2
MANBA
MARCHF11
METTL7B
MORC3
MTERFD2
MUC17
MYO1E
MYST4
N4BP2L2
NAALADL2
NADK
NAT8B
NCRNA00110
NGB
NKAIN1
NQO2
NXPH1
OPN1SW
OR10A2
OR13J1
OR2M4
OR51G2
OR51M1
OR52I1
OR5AN1
OR9I1
P4HA3
PABPC1L2B
PAOX
PARD6A
PAX2
PCDHA13
PCDHA8
PCDHGA2
PDE1C
PHGR1
PLGLA
PLK2
PMAIP1
POU5F1
PRSS37
PSAPL1
PSORS1C3
PTHLH
PTK6
PTTG1IP
PXN
RBM3
RFX6
RIMBP3
RPA2
RPL21P44
RRP15
S100Z
SAA4
SDK1
SEPT2
SERPINA11
SGPP1
SH3D20
SH3TC2
SHMT2
SIGLEC14
SIGLEC1
SLC10A6
SLC16A1
SLC35F3
SLC45A2
SLC6A19
SNORA19
SNORD8
SNX33
SOX12
SP2
SPANXN2
SPON2
SS18L2
STARD6
STX19
STXBP5L
SUOX
TAS1R1
TDO2
TLN2
TMEM150B
TMEM195
TOR1B
TP53I3
TRIM3
TRIM69
TUBA3D
TWIST1
TXNDC16
UNC5A
UPK3B
VSTM2L
ZMIZ1
ZNF117
ZNF229
ZNF30
ZNF547
ZNF761
