1.1939,0.5039,0.0208,1.3521,-0.5238,0.5893,-1.1942,-0.2622,0.1162,1.713,0.5731,-0.3965,0.6568,0.7866,0.0594,-0.9579,0.0137,0.0288,-0.9267,0.4561,0.3116,0.5228,0.2671,0.5864,-0.0305,0.1748,-0.3004,-0.3208,1.1953,-1.6118,0.736,-0.3518,-0.5971,0.3014,-1.1887,-0.6446,-0.5615,-0.0647,-0.6027,1.3212,1.4422,-1.5822,0.4866,0.745,0.534
1.6492,0.2245,1.4466,-0.068,1.7051,1.0588,0.2027,1.3568,0.3463,1.4228,-0.2048,-1.3529,-0.7378,-0.224,1.2633,0.816,1.4537,1.4285,-0.3796,-0.0431,-0.2382,-0.4511,-1.4725,-0.0101,-0.8844,-0.0214,1.7032,-0.2709,0.3401,0.757,0.2981,0.3047,-0.2839,-0.1495,-0.7563,0.6906,-1.3068,0.8196,-1.0916,0.8197,-0.2772,-0.9628,0.4896,0.7802,-0.2407
0.7472,1.3916,0.8174,0.833,1.16,1.545,0.2662,0.4123,0.2868,0.5453,1.1588,0.5409,-0.8049,-0.3631,0.4261,-0.6795,-0.5223,1.0856,-0.4382,0.8359,1.0382,-0.5349,-0.6908,-0.2207,-0.7378,0.1353,-0.1573,0.3206,1.1649,0.6588,0.5663,-1.4789,0.3607,1.4076,-2.4053,0.5614,-0.0593,-0.6146,0.6624,1.4037,0.6282,-0.1796,-0.6855,0.151,0.7863
0.5339,2.5043,1.2231,1.6028,1.8913,0.28,1.8003,0.3985,0.3644,0.6609,-0.4966,0.7964,0.2167,-0.2925,0.6614,-0.0316,-0.1332,0.1364,0.3708,0.3119,-0.1755,0.678,-0.1768,-0.5238,-1.1744,0.7865,0.0304,0.1909,0.8421,-0.3377,-1.0905,0.0623,0.2605,-0.2012,1.183,-1.9842,0.9019,0.7846,0.474,-2.6358,1.0276,-0.821,-0.4062,-0.1365,0.4513
-0.5425,-0.4522,1.6475,0.2857,0.1529,0.7738,0.3072,0.9294,0.6596,-0.147,-0.3853,0.391,0.0862,0.0177,1.7303,0.7073,0.8238,-0.0594,0.2194,-0.176,0.6865,0.0598,0.2021,0.1292,0.0945,2.3657,-0.512,-0.3817,0.6659,-0.4342,-0.1641,-0.7804,0.4684,0.46,-0.2504,0.5868,-1.4145,-0.4922,-0.0427,-0.8846,-1.3983,-0.2288,0.6011,1.0767,-0.3379
-0.2351,0.9275,1.2507,1.7409,-0.1731,1.8551,2.1597,1.1306,0.0054,0.5952,-0.0297,0.2571,0.0938,0.3789,0.0882,0.3101,-0.2326,-0.1784,-0.4093,1.6195,1.2384,0.5298,1.0736,0.6401,0.287,-1.201,-0.1955,-0.1672,-0.8101,-1.1343,0.4771,0.3114,-0.9284,-0.5566,0.9329,-0.6669,0.1979,-0.0276,0.4341,-0.6658,0.0755,0.2284,0.2083,0.1078,0.4811
2.792,2.9434,0.305,-0.9097,1.3575,0.9508,1.6992,1.0295,0.8865,1.7739,1.0241,-1.0748,-0.5922,0.0184,0.2339,-0.0468,0.4943,0.9084,1.4319,0.6185,-0.6447,0.0099,-0.0374,0.4137,0.4247,1.6422,-0.3493,0.4513,1.9637,-0.4398,0.1583,-0.6908,0.0695,-0.582,0.8444,0.1438,-0.6766,0.6983,0.2263,0.799,-0.9176,0.3241,0.6544,-0.2988,-0.9251
2.153,0.5147,-0.1862,0.6795,0.2467,-0.2675,0.9203,0.2424,0.3175,0.977,-1.1602,-1.3094,0.6337,-1.3993,-0.626,-1.3627,-0.2368,0.3608,0.2256,2.0077,0.8948,-0.5507,-0.9017,2.2586,0.9313,0.5825,0.0918,0.4186,-1.1364,0.1423,0.0599,-0.7078,-0.3872,1.2407,-0.0956,1.6934,-1.374,-0.3294,-1.1747,-0.9484,-0.6553,0.2935,0.2698,-0.4668,-1.6698
1.1415,1.1443,-0.3261,1.2013,1.2867,0.482,2.4778,-1.0303,1.45,1.4409,0.4403,0.2458,0.54,0.8363,-0.4238,0.3177,-0.0131,-0.8282,0.6186,-0.3233,-1.1314,-0.3583,-0.6213,0.8233,0.2128,1.1178,-0.4967,0.7654,2.3122,0.3084,0.7435,0.597,-1.1292,0.5299,0.2502,-0.1938,-0.6661,0.6001,-0.7212,1.7659,0.0938,-0.9396,-0.354,-0.1831,2.1095
0.1588,0.7577,0.4273,1.2491,0.4185,-0.1107,0.6449,0.5608,0.332,0.3824,0.9515,-0.144,-0.8333,-0.2355,0.1779,-1.0038,1.3965,0.718,1.1971,0.4062,-1.5907,1.3354,-0.6908,-0.6252,0.1939,1.1136,0.8643,0.7733,-0.2061,-0.255,0.3798,0.0083,0.7176,0.7074,0.4876,-2.0156,0.1986,-0.0634,0.1501,-0.5655,-1.057,0.3852,-0.2279,0.5479,-0.4517
0.4687,0.8504,1.9424,2.4165,1.1121,-1.3255,1.1039,1.5561,1.0109,1.5656,0.3037,-0.9522,-0.6519,-0.1468,0.9732,-0.506,0.4665,0.3997,1.3167,0.0666,-1.3284,0.5798,1.7179,0.5713,-0.5412,-0.8623,-0.7498,1.765,-0.0861,-0.4795,-0.0733,-0.1913,1.2582,-0.787,0.9536,0.1144,1.0252,1.314,0.1159,-0.2229,0.0559,-0.0562,-1.2982,1.2776,0.4246
2.74,1.5086,0.6844,0.6116,0.6734,0.1923,1.0047,-0.108,-0.6894,1.0251,0.0341,-0.4122,-0.9775,0.3972,-0.5463,0.0193,1.5724,0.6322,-1.0592,-0.8999,0.1926,-1.006,-1.5997,0.4265,0.3563,0.3662,0.2227,0.0455,-0.3793,0.4355,1.2955,-0.3398,-0.81,-0.8741,-0.6854,0.1881,-1.6353,0.4004,0.5691,-1.417,-0.7692,0.0978,-0.0962,0.4573,0.053
1.0746,1.8939,0.6992,0.1338,-0.2652,0.1836,0.5442,1.4571,-0.0759,2.058,-1.0679,1.9529,1.4511,0.2482,-1.1861,0.0337,-0.2204,-0.9946,0.3044,-0.5046,-0.5402,-0.0782,-0.4591,1.6629,-0.2621,0.4021,0.1268,0.4269,0.4421,0.7319,0.4114,0.3115,0.0541,-0.065,-0.7287,-0.0284,0.3275,0.3574,0.1761,-0.1674,-0.0439,-0.3947,0.3308,-0.1365,0.1894
1.1089,0.7152,0.0635,1.2966,1.7087,1.5012,0.6534,1.0927,2.1601,1.7204,-0.6114,-1.9741,0.2821,0.7218,-0.7467,0.108,-0.1207,0.2157,-0.3977,1.1489,0.1823,-0.5575,0.7456,-1.009,1.0991,0.8012,1.1283,-0.022,-0.3075,0.0998,-0.0065,-0.4429,-0.4184,-0.2576,-0.9271,0.5568,0.0022,-0.2174,-0.8087,-0.8854,1.5501,-0.4756,0.5241,0.1713,-2.1301
0.1446,0.9521,-0.5928,2.063,-0.2636,0.3888,1.9017,0.6148,-0.1377,1.4207,0.5841,-0.4559,-0.3599,-0.2523,0.0133,-1.3715,0.0129,1.4715,-0.6684,-0.3178,-0.8959,0.579,0.9873,0.9445,-0.9032,0.403,1.1711,0.5251,0.4511,-0.3644,0.2973,1.0321,0.2835,-0.9458,-0.3602,1.0443,0.3158,0.2027,-0.377,1.0175,1.3304,1.043,1.2113,-0.2517,-0.2748
0.4741,1.48,1.3278,1.7263,0.7646,0.3904,0.2728,1.046,0.5195,0.3581,-0.3478,-0.4601,0.2331,-1.0173,0.4017,0.6359,-0.3289,1.5659,0.0797,-1.1674,-0.1571,0.192,0.3613,-0.2054,-0.7312,-0.8597,-0.5014,-0.3824,-0.8466,-0.5465,0.636,1.394,0.6075,1.1194,0.7853,0.6778,-0.1887,0.1766,-0.3059,-0.1408,0.0614,0.5945,0.3714,-0.0752,0.1351
0.7443,0.3049,0.0539,-0.4841,0.7251,1.2965,-0.5043,0.7953,1.0318,0.057,1.147,-0.2645,-0.0293,-0.0172,-1.2637,0.8885,-0.6535,-0.0985,0.5189,1.3132,-0.7792,-0.2462,1.1226,0.3738,0.6236,-0.8122,-0.2895,-0.0286,-0.5569,-1.3097,-0.3771,1.1241,0.0891,1.1353,0.1496,-0.6081,1.1136,0.2199,0.7924,-0.7935,0.8351,0.8714,0.2647,-0.6189,0.0743
1.3978,1.0448,1.3137,1.6946,0.3509,-0.1227,0.7795,0.5472,1.441,0.0059,0.8445,1.1184,0.0546,0.1583,-0.4262,-0.262,-0.1779,1.2214,0.0081,-0.8845,0.2562,0.7787,-0.0181,1.1806,0.7219,-0.8285,-0.4294,0.2753,-1.239,0.297,-1.3159,0.8555,0.7304,0.4582,-0.537,0.1595,-0.3243,-0.7728,-0.2104,0.5807,0.0445,1.2069,0.6532,0.5758,-1.1778
1.0928,2.2203,0.7381,1.2849,1.5324,-0.0184,2.3012,1.2034,1.228,-0.4103,0.6435,0.4685,1.346,-0.1142,-0.6162,-0.4131,-0.2692,-0.7055,1.0728,1.1678,-0.0534,-0.2251,-1.446,0.5627,1.3924,-0.502,-0.0806,0.4845,1.499,0.1879,0.2217,0.2019,-1.1195,-1.1204,-0.6384,0.8255,-0.1769,-0.3648,-0.381,-0.0656,1.3676,-0.0976,-0.5984,0.0459,1.5477
1.033,0.717,1.7609,1.226,0.3377,1.6014,0.6802,0.544,1.5391,0.8103,0.3231,0.5694,-0.573,0.4097,1.24,-0.6506,0.4679,-0.5803,0.8756,0.9212,-0.1912,1.8634,0.8891,0.5724,0.6137,0.8193,-0.7832,0.2471,0.4414,-0.2955,0.4351,1.042,-0.3254,-0.0132,-0.6357,-1.4259,0.6927,0.0115,0.0827,-0.7577,-0.1455,0.9117,0.0365,0.0666,0.308
0.7523,0.8368,0.1094,2.0822,1.8954,2.0949,1.3503,0.7799,2.1035,0.2895,-0.6874,-0.4136,0.5093,-0.5539,0.0653,-1.1697,0.4721,-1.1939,-0.6707,1.1339,1.0068,0.3822,0.2213,-0.4227,-0.523,-0.2721,-1.1959,0.2686,0.1752,-0.7348,1.4297,0.5464,0.5607,-0.3712,0.0004,0.5199,0.2,1.3135,-0.1345,-0.401,0.5111,-0.9917,0.8234,-0.8869,0.5555
-0.1558,0.778,0.4495,0.6906,0.8336,0.9552,0.2239,1.7987,-0.6625,0.6786,0.6748,0.4801,-0.6975,-0.5374,-0.6424,0.5763,-0.4041,0.2512,0.2688,2.0375,0.3243,-0.5572,-1.1656,-0.2203,-0.0087,-1.7538,-0.5517,0.3414,-0.3392,0.7861,-1.1774,0.7431,0.7337,0.8026,-1.2491,0.2719,-0.469,-1.0935,-0.3118,-0.6578,0.7383,0.434,-0.8684,-0.5378,-0.1172
1.7117,0.469,2.0688,0.9953,1.9173,0.7102,0.8666,1.7927,2.5822,2.1002,0.71,0.4983,-0.3465,0.3524,-0.5962,0.3685,0.429,-1.5182,0.0851,0.3913,-0.0148,0.3729,-1.0723,-0.6205,0.9868,0.0063,0.2845,-0.3403,0.1794,-1.8317,0.7594,1.5821,-0.843,-0.7224,0.3542,1.1915,0.1108,-0.9705,-0.1417,-0.7744,-0.5193,-0.2185,-0.7143,-0.5929,0.2236
1.7405,0.519,0.2235,-0.9284,0.0947,0.0435,0.9459,0.3148,2.5427,0.0674,1.1294,0.1989,0.6748,0.7577,-1.5818,0.1779,-0.0686,-0.8403,0.4114,1.4554,-2.1,-0.3899,-0.9853,0.0577,-0.1801,-0.4812,0.575,1.4224,2.2025,-0.5549,-1.3306,0.4646,1.2916,0.7044,1.2942,-0.173,-0.4567,0.1893,-0.0836,0.5599,0.784,0.8645,0.4277,0.2319,0.7467
0.8979,1.126,1.254,2.0653,-0.1838,1.073,0.3034,1.148,1.1888,0.1002,-0.6912,0.4672,0.0991,-0.0239,0.7181,0.6651,-0.3197,-0.6025,-0.962,0.1311,-1.0876,0.1838,0.9881,-0.263,-0.3108,1.6147,1.2284,-0.5309,0.1849,0.2859,0.2257,1.5256,0.1017,0.2898,0.6082,0.9767,0.8268,0.4822,-1.1921,-0.2958,0.6649,0.2425,0.7138,1.5587,-0.7884
0.8246,0.5171,0.6806,0.2929,1.1377,2.4446,0.1025,1.117,0.8476,1.3677,0.5743,0.2452,0.0628,-0.2492,-0.4302,0.017,-0.9003,-0.4353,0.963,0.2554,0.7759,1.2522,-0.1346,0.1697,-0.1413,-0.6322,-0.7481,0.7314,0.2436,1.4997,0.8507,-0.5366,0.687,-0.1964,0.9751,-0.3793,-0.7524,-0.5713,-0.5812,-0.6341,-0.4564,0.7532,1.5289,-1.0152,1.1762
0.8727,1.0762,0.2132,0.7547,-0.8254,0.9168,1.7451,-0.3387,1.2012,0.3251,0.6483,0.196,0.366,0.1564,1.2667,0.3681,-0.4179,0.1299,-0.2606,0.2209,-0.2482,-0.4154,0.1637,0.0513,0.9878,-0.3239,-1.5669,-0.1912,-1.1693,0.354,-1.1771,-0.696,-0.2808,1.2663,-0.8415,0.0152,0.5779,1.2497,0.7193,0.9436,0.6926,-0.9249,0.3094,0.7084,-0.6625
0.6381,2.1434,-0.3765,0.0517,0.4602,1.1344,0.733,0.417,1.9636,2.084,-0.3099,-1.3086,-1.6457,0.328,0.6858,0.1671,0.0936,-0.5705,0.5752,1.4789,-1.7216,0.0113,-0.7507,-1.1916,-0.7735,0.3054,0.3401,1.3015,0.1131,-1.3871,-0.0559,-1.0314,-0.9535,0.5144,0.1678,0.4948,-0.1417,0.693,-0.2658,0.9434,0.285,-0.1144,0.2069,0.0249,1.3768
1.093,0.4042,1.2044,1.7669,0.0406,0.643,0.6596,1.202,1.3293,0.4788,-1.1826,0.8654,-0.8314,0.3234,0.0585,0.2628,1.4937,2.4972,-1.2623,0.9062,-0.0835,0.9406,0.7905,1.128,0.3729,-0.7082,0.7563,0.1647,-0.098,-0.3702,0.856,1.4039,-0.9502,0.5604,-0.2806,-1.1633,0.2018,-0.5899,-1.2022,-0.5932,-0.8138,-0.4552,-1.0097,-0.2737,-0.4722
