-0.027,-0.027,-0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.019,0.019,0.019,0.013,0.013,0.013,0.003,-0.004,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.009,0.009,0.009,-0.009,-0.009,-0.013,-0.007,-0.007,-0.079,3.66,-0.707,-0.707,-0.707,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.707,-0.707,-0.007,-0.007,-0.026,-0.031,-0.031,-0.764,-0.735,-0.735,-0.059,-0.059,-0.059,-0.059,-0.059,-0.059,0.004,0.004,-0.124,-0.018,-0.067,-0.067,-0.017,-0.017,-0.017,-0.017,-0.017,-0.017
-0.175,-0.183,-0.052,2.98,0.168,-0.704,0.626,-0.108,-0.751,-0.751,-0.066,0.002,0.639,0.639,-0.713,-0.025,-0.704,1.02,0.372,-0.798,-0.688,-0.715,-0.724,0.52,-0.133,-0.133,-0.037,-0.037,2.05,0.586,-0.119,1.08,0.53,0.748,-0.829,0.482,-0.691,-0.691,0.255,0.42,0.353,-0.267,0.361,0.452,-0.263,-0.256,-0.596,-0.763,-0.713,-0.114,-0.119,0.287,-0.791,-0.784,-0.729,-0.729,-0.181,-0.181,1.11,0.344,0.307,2.37,0.715,-1.29,0.915,1.33,1.58,1.05,-0.392,0.101,-0.322,-0.322,-0.322,0.616
-0.008,-0.008,-0.008,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.012,0.012,0.011,0.011,0.011,-0.686,-0.686,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.002,0.002,0.002,-0.005,-0.005,-0.008,0.0,0.0,-0.006,-0.006,-0.006,-0.006,-0.006,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.008,0.008,-0.002,-0.002,-0.012,0.514,-0.673,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,0.002,0.002,-0.028,0.001,-0.165,-0.165,-0.032,-0.032,-0.032,-0.032,-0.032,-0.032
0.0,0.0,-0.006,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-0.041,-0.041,-0.041,-0.002,-0.002,-0.002,-0.005,-0.06,0.02,0.02,0.018,0.018,0.018,0.018,0.018,0.621,0.621,0.601,-0.004,0.002,0.002,0.002,0.002,-0.003,-0.003,-0.003,-0.003,-0.003,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.001,-0.001,0.002,0.002,0.001,1.16,-0.655,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,0.01,0.01,-0.004,0.006,0.007,0.007,0.06,0.06,0.06,0.06,0.06,0.06
0.014,0.014,0.014,0.069,-0.017,-0.017,-0.017,-0.017,-0.017,-0.017,-0.017,0.05,0.05,0.05,-0.028,-0.028,-0.028,0.07,0.103,0.049,0.071,0.071,0.114,0.136,0.136,0.136,0.02,0.02,0.02,-0.061,-0.052,0.129,0.039,0.039,-0.039,0.005,-0.062,-0.062,-0.062,0.099,-0.057,-0.057,-0.057,-0.057,-0.057,-0.057,-0.063,-0.063,-0.061,-0.061,-0.054,-0.008,-0.008,-0.049,-0.049,-0.049,-0.008,-0.008,-0.008,-0.008,-0.008,0.004,-0.06,-0.06,-0.046,0.203,-0.068,-0.068,0.022,0.022,0.022,0.022,0.022,0.049
0.107,0.11,-0.04,-0.42,-0.42,-0.412,-0.422,-0.422,-0.422,-0.422,1.31,-0.301,-0.329,-0.329,-0.589,-0.589,-0.288,0.025,0.037,-0.46,-0.46,-0.452,0.15,-0.461,0.148,0.148,-0.263,-0.263,0.383,-0.125,-0.125,0.147,0.147,0.147,-0.263,-0.12,-0.445,-0.445,-0.445,0.023,0.023,0.023,0.0,0.0,0.0,0.0,0.045,0.09,-0.155,-0.155,-0.42,-0.472,-0.092,-0.123,-0.123,-0.123,-0.119,-0.119,-0.119,-0.119,-0.119,-0.117,-0.403,-0.403,0.64,0.095,-0.403,-0.403,-0.046,-0.046,-0.037,-0.037,-0.037,-0.037
-0.601,-0.628,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018,-0.018,-0.018,0.0,0.0,0.0,-0.004,-0.003,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.015,0.015,0.007,0.022,0.022,0.019,0.024,0.024,0.035,2.9,-0.741,-0.741,-0.741,-0.733,0.011,0.011,0.011,0.011,0.011,0.011,-0.011,-0.011,0.006,0.059,0.036,0.728,-0.712,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.007,0.007,0.044,0.049,-0.685,-0.685,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055
-0.292,0.586,-0.244,0.178,0.169,0.169,0.169,0.169,-0.314,-0.314,0.166,0.249,0.257,0.257,0.618,0.167,0.173,0.185,-0.272,0.665,0.665,0.665,-0.727,1.91,-0.748,-0.748,-1.24,-1.24,1.93,-0.276,0.132,-0.279,0.196,2.23,1.01,1.32,-0.313,-0.313,-0.313,0.407,0.407,0.407,0.407,0.633,0.595,0.595,2.45,-0.254,0.213,0.091,-0.255,0.17,0.159,-0.316,-0.316,-0.316,-0.783,-0.783,-0.783,-0.783,3.46,0.246,0.172,-0.28,-0.312,-0.374,-0.308,-0.308,0.0,0.022,0.022,0.022,0.022,0.022
0.477,0.477,0.477,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,0.442,0.442,0.442,0.46,0.46,0.46,-0.022,-0.022,0.463,0.463,0.463,0.456,0.456,-0.514,-0.514,0.957,0.957,0.931,-0.01,0.012,-0.004,-0.012,-0.012,-0.02,-0.014,-0.014,-0.014,0.489,-0.013,-0.013,-0.013,-0.013,-0.013,-0.013,-0.013,-0.026,-0.026,-0.008,-0.008,0.009,0.495,-0.509,-0.494,-0.494,-0.494,0.508,0.508,0.508,0.508,0.508,0.508,-0.004,-0.004,0.489,-0.003,0.531,-0.502,0.173,0.173,0.173,0.173,0.173,0.169
-0.004,-0.004,-0.004,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.004,0.004,0.004,-0.003,-0.003,-0.003,0.0,-0.488,-0.004,-0.004,0.001,0.001,0.001,0.001,0.001,0.007,0.007,0.457,0.003,0.003,-0.001,-0.001,0.015,0.446,0.446,-0.48,-0.48,-0.48,-0.006,-0.006,-0.006,-0.006,-0.006,-0.006,-0.006,-0.003,-0.003,0.461,0.461,-0.003,-0.003,-0.496,-0.503,-0.016,-0.016,-0.016,-0.016,-0.016,-0.016,-0.016,-0.016,0.006,0.006,-0.009,0.498,-0.021,-0.021,0.03,0.03,0.03,0.03,0.03,0.03
